BuildingID,BuildingType,YearBuilt,MonthlyElectricityConsumption_kWh,PeakUsageTime_Hour,RenewableCapacity_kWh,RenewableType,RenewableContributionPercentage,EnergySource,EnergyEfficiency_kWh_per_m2,WeatherData_Temperature_C,WeatherData_SolarIntensity_Hours,WeatherData_WindSpeed_km_h
B008808,Educational,,224.11,5,9145.98,Solar,73.17,Electricity,37.89,38.7,6.78,96.18
B008809,Commercial,,321.72,1,5169.96,Wind,,Electricity,32.15,-9.27,5.93,62.51
B008810,Commercial,,353.57,16,1122.05,,58.85,Biomass,37.28,11.68,7.47,
B008811,Commercial,,192.4,12,5609.46,Solar,90.09,Electricity,34.68,12.15,10.61,74.01
B008812,Commercial,,279.18,13,4543.37,Geothermal,53.38,Electricity,44.34,34.9,8.4,39.61
B008813,Retail,,123.23,5,8038.79,Wind,89.14,Biomass,38.58,-9.79,3.7,27.08
B008814,Commercial,,447.61,21,9722.02,,46.26,Electricity,29.33,36.25,5.73,
B008815,Commercial,2010.0,119.6,21,7374.73,Solar,94.34,Biomass,41.64,19.8,9.97,44.31
B008816,Government,,59.99,1,1702.3,Solar,83.1,Electricity,33.17,-7.23,7.53,111.78
B008817,Residential,,62.53,1,3933.28,Solar,51.08,Electricity,31.32,8.7,9.74,70.34
B008818,Educational,,378.31,14,10187.3,Wind,85.25,Electricity,12.19,-15.41,1.1,7.18
B008819,Healthcare,2013.0,103.5,1,1323.56,Solar,78.47,Electricity,23.11,17.9,9.32,93.22
B008820,Commercial,,218.77,1,2851.0,Solar,86.65,Electricity,41.16,10.77,4.15,58.27
B008821,Commercial,,100.98,20,7913.71,Hydro,70.03,Electricity,38.12,2.46,3.26,24.63
B008822,Educational,2023.0,97.68,6,11554.99,Hydro,60.1,Electricity,30.45,40.45,3.16,19.84
B008823,Sports,2001.0,102.32,22,12898.87,Hydro,40.45,Electricity,21.03,-7.81,10.24,109.3
B008824,Retail,,312.87,8,7402.81,,53.38,Electricity,37.33,3.9,2.04,106.21
B008825,Residential,,44.32,12,847.91,Geothermal,35.26,Electricity,43.39,-2.57,4.58,11.78
B008826,Commercial,,244.03,14,2513.85,Hydro,62.81,Electricity,39.42,4.05,0.1,79.96
B008827,Commercial,,494.75,10,6321.78,,83.72,Electricity,11.67,-18.16,11.88,
B008828,Industrial,,743.79,4,15424.46,Hydro,65.83,Electricity,33.24,14.17,3.41,74.16
B008829,Commercial,,507.34,3,4219.93,Solar,82.97,Mixed Sources,24.4,18.46,9.57,75.59
B008830,Residential,,135.63,10,12134.0,Hydro,59.83,Electricity,14.06,38.75,3.65,40.48
B008831,Educational,,139.89,12,0.0,None,0.0,Natural Gas,7.81,-4.68,0.86,60.18
B008832,Residential,,26.03,21,7932.04,Solar,95.8,Electricity,34.01,-13.14,9.01,64.06
B008833,Residential,1989.0,49.68,17,782.91,Geothermal,36.6,Electricity,46.2,31.89,7.53,8.74
B008834,Commercial,,2294.81,8,3047.3,Solar,62.89,Mixed Sources,6.21,17.64,0.77,68.11
B008835,Commercial,,742.66,5,3173.45,Solar,67.61,Mixed Sources,18.02,33.21,3.57,32.59
B008836,Government,,316.5,14,11398.27,Wind,37.12,Electricity,31.01,14.2,2.02,81.2
B008837,Commercial,,315.31,2,3197.82,,53.86,Biomass,27.26,15.05,11.03,101.51
B008838,Residential,,273.9,9,1718.18,,36.13,Electricity,9.96,24.9,0.72,117.44
B008839,Residential,,59.09,9,3000.79,Solar,72.82,Electricity,16.55,3.18,2.13,117.46
B008840,Industrial,,216.13,1,4665.63,Geothermal,26.9,Electricity,34.83,11.63,11.05,42.83
B008841,Commercial,,152.66,17,5342.31,Wind,84.21,Electricity,35.41,31.77,10.76,43.65
B008842,Healthcare,1993.0,40.2,10,9166.01,Solar,98.17,Electricity,36.25,5.67,5.5,6.47
B008843,Commercial,,81.89,13,4776.6,Geothermal,43.03,Electricity,17.93,21.36,5.47,26.56
B008844,Residential,,26.65,0,16348.9,Hydro,44.59,Electricity,44.15,42.99,5.54,70.62
B008845,Government,1948.0,104.41,5,4237.14,Hydro,79.22,Electricity,31.09,12.63,6.1,118.94
B008846,Commercial,1983.0,242.05,5,9560.6,Hydro,56.88,Electricity,39.39,21.18,6.66,109.71
B008847,Industrial,,1843.75,15,13778.09,Wind,89.9,Electricity,8.35,-2.7,8.85,30.29
B008848,Commercial,,108.51,14,1059.42,Biomass,12.34,Biomass,29.09,-4.08,2.92,92.31
B008849,Residential,,20.92,9,14774.35,Hydro,75.56,Electricity,43.54,-3.84,11.47,107.1
B008850,Residential,,34.02,6,14098.81,Wind,46.73,Electricity,27.71,22.49,1.33,34.35
B008851,Recreational,2016.0,205.7,9,2050.91,Hydro,,Biomass,36.24,13.36,9.62,22.03
B008852,Industrial,,1269.59,8,9359.28,Solar,77.62,Electricity,10.74,-11.7,6.82,107.94
B008853,Industrial,,104.06,10,10505.49,Wind,82.46,Electricity,49.58,0.15,3.38,113.44
B008854,Commercial,1987.0,212.22,22,14182.29,Hydro,62.15,Electricity,37.69,17.87,7.28,55.89
B008855,Commercial,,124.52,7,9846.33,Wind,35.5,Mixed Sources,41.51,19.38,10.29,71.83
B008856,Healthcare,,33.83,22,1151.86,Solar,99.73,Biomass,19.02,14.77,0.1,84.48
B008857,Commercial,,96.67,9,3577.57,Biomass,22.6,Biomass,33.53,4.46,6.32,
B008858,Residential,2011.0,48.83,2,13692.56,Hydro,44.83,Electricity,42.96,25.39,9.23,92.74
B008859,Commercial,1988.0,203.26,2,8798.32,Solar,69.79,Electricity,49.2,18.67,10.96,3.25
B008860,Educational,,130.01,7,15061.37,Hydro,47.52,Biomass,43.67,34.64,2.94,73.62
B008861,Healthcare,,47.71,1,12754.12,Wind,67.45,Electricity,27.77,11.4,8.64,33.31
B008862,Residential,,46.68,10,3273.68,Wind,,Electricity,45.65,-3.27,11.9,70.02
B008863,Residential,1957.0,19.11,15,2943.68,Solar,99.4,Biomass,41.78,42.48,10.63,35.93
B008864,Commercial,,438.96,19,0.0,None,0.0,Nuclear,9.16,39.76,10.83,110.75
B008865,Hospitality,,153.35,2,2716.65,Solar,67.24,Electricity,26.07,37.44,5.39,88.25
B008866,Commercial,,333.65,9,8044.29,Solar,,Biomass,36.71,38.9,8.99,88.29
B008867,Healthcare,,154.1,15,4305.5,Solar,50.65,Electricity,15.73,33.44,11.47,90.15
B008868,Commercial,,552.88,1,5450.54,Hydro,56.44,Electricity,7.99,1.82,4.48,82.6
B008869,Residential,,108.13,21,1295.37,Geothermal,44.17,Biomass,26.7,32.03,3.16,116.16
B008870,Residential,,64.04,10,3690.77,Wind,47.2,Electricity,28.87,-18.3,5.55,0.26
B008871,Residential,2003.0,140.15,12,3751.35,Solar,88.53,Electricity,15.34,7.97,0.98,105.8
B008872,Residential,,184.25,23,3108.91,Biomass,25.0,Biomass,15.78,35.87,8.76,42.37
B008873,Residential,1992.0,217.17,8,9439.54,Solar,67.63,Electricity,11.94,12.9,7.2,41.82
B008874,Hospitality,2021.0,191.07,18,5271.76,Wind,,Electricity,48.25,18.63,7.02,47.64
B008875,Industrial,,360.06,15,14066.12,Hydro,54.09,Electricity,40.72,-14.3,8.42,36.36
B008876,Industrial,,1038.78,5,3951.9,Hydro,53.92,Electricity,16.68,0.57,4.88,43.24
B008877,Commercial,,181.91,21,3952.12,Solar,63.81,Electricity,46.04,0.79,6.14,82.84
B008878,Recreational,,716.78,15,14955.7,,47.56,Electricity,11.17,-9.92,0.9,
B008879,Retail,,521.31,2,7228.3,Wind,49.95,Electricity,12.58,11.02,9.95,68.21
B008880,Commercial,,502.24,22,4191.24,Solar,93.75,Electricity,24.49,40.54,1.68,50.58
B008881,Residential,,95.15,9,9603.85,Solar,60.19,Biomass,27.41,-16.8,6.99,20.18
B008882,Residential,,41.06,3,4287.17,Wind,47.21,Biomass,22.58,2.64,9.76,1.53
B008883,Residential,2016.0,46.35,13,19790.52,Hydro,41.34,Electricity,21.81,37.49,6.52,103.59
B008884,Industrial,,1787.21,13,12753.59,Wind,37.41,Electricity,12.42,11.31,6.82,80.07
B008885,Residential,,49.65,0,3635.61,Wind,56.15,Electricity,20.26,-4.4,8.51,87.27
B008886,Religious,,287.97,22,2389.39,Geothermal,22.49,Electricity,42.18,32.66,3.52,
B008887,Commercial,,2539.4,20,0.0,Tidal,0.0,Natural Gas,5.58,-3.51,4.32,32.03
B008888,Recreational,,58.42,14,1453.02,Geothermal,50.51,Biomass,34.45,-0.79,3.66,97.6
B008889,Educational,,510.27,2,5039.07,Wind,45.27,Electricity,20.6,11.47,0.56,55.46
B008890,Commercial,,202.92,6,2647.8,Hydro,44.81,Electricity,38.69,-2.64,1.05,70.16
B008891,Healthcare,,46.16,1,14541.9,,47.26,Electricity,42.28,8.24,0.97,107.96
B008892,Residential,,43.12,23,9635.14,Wind,36.44,Electricity,20.05,30.74,1.74,35.23
B008893,Commercial,,59.17,9,2905.37,Solar,92.7,Mixed Sources,40.52,31.55,10.12,113.73
B008894,Recreational,,507.27,12,6169.98,Solar,65.56,Electricity,26.1,38.57,3.37,50.4
B008895,Educational,2010.0,605.83,4,11684.67,Wind,57.58,Electricity,23.81,36.83,8.43,42.4
B008896,Residential,,66.43,12,1183.75,Geothermal,28.86,Mixed Sources,25.52,29.99,10.88,12.91
B008897,Educational,,177.86,4,7314.86,Solar,77.16,Biomass,32.41,18.42,3.43,64.56
B008898,Residential,,25.19,2,5199.42,Solar,,Biomass,22.83,12.29,3.83,101.08
B008899,Retail,,365.34,2,4042.53,Solar,95.23,Electricity,39.03,30.99,1.73,111.97
B008900,Residential,,75.37,0,4306.28,Wind,81.63,Electricity,13.75,-17.24,9.31,85.15
B008901,Commercial,,532.06,4,13516.17,Wind,34.16,Electricity,21.41,27.56,0.43,29.28
B008902,Industrial,,515.88,4,8722.0,Hydro,46.79,Electricity,18.05,-17.53,10.2,40.5
B008903,Residential,,122.12,3,10094.65,Hydro,43.02,Electricity,15.48,23.64,9.51,74.27
B008904,Industrial,,254.84,18,11558.24,Wind,45.17,Electricity,27.52,26.75,9.03,35.18
B008905,Residential,,55.16,0,5204.19,Solar,92.15,Electricity,14.64,18.02,5.73,22.68
B008906,Religious,,81.81,8,7652.49,Wind,40.82,Electricity,41.92,0.97,2.12,86.72
B008907,Recreational,,273.51,1,9093.11,Wind,46.45,Electricity,18.84,31.9,9.38,26.16
B008908,Commercial,,156.05,15,1341.62,Solar,97.92,Electricity,31.52,6.08,3.44,88.81
B008909,Commercial,,137.36,16,1464.26,Geothermal,38.08,Biomass,34.72,-9.53,8.87,24.86
B008910,Government,,180.6,21,3483.96,Geothermal,20.94,Electricity,42.19,39.08,8.03,81.69
B008911,Commercial,,246.1,20,18767.49,Hydro,45.39,Electricity,39.45,3.31,8.97,27.92
B008912,Agricultural,1954.0,158.39,4,9903.35,Solar,78.66,Mixed Sources,33.01,23.93,1.48,7.65
B008913,Residential,2014.0,270.45,14,14781.04,Wind,65.61,Electricity,9.02,6.88,2.83,88.04
B008914,Industrial,,381.06,9,5728.67,Wind,47.76,Electricity,40.3,33.35,5.97,2.28
B008915,Commercial,2006.0,233.64,15,14793.66,Wind,50.73,Electricity,37.44,-10.5,0.97,2.69
B008916,Residential,,14.57,16,7422.95,Solar,99.78,Electricity,46.56,-16.75,6.82,56.05
B008917,Residential,,59.51,9,3690.71,Wind,46.01,Biomass,41.18,22.84,9.41,62.97
B008918,Government,,100.15,21,12199.54,Hydro,62.03,Electricity,43.3,-13.33,2.91,10.37
B008919,Commercial,,226.89,23,18507.94,Hydro,79.56,Electricity,16.45,17.74,11.88,85.25
B008920,Industrial,2004.0,761.56,14,6656.3,Wind,54.47,Biomass,25.61,30.37,1.34,27.05
B008921,Commercial,,2310.1,16,7532.48,Hydro,63.39,Electricity,5.26,19.54,1.1,109.36
B008922,Educational,,1251.64,18,1594.69,Solar,90.38,Biomass,11.55,11.83,1.66,66.1
B008923,Residential,1987.0,77.63,7,7731.67,Hydro,,Electricity,27.77,-9.27,1.4,80.01
B008924,Commercial,,149.39,15,12381.6,Wind,72.66,Electricity,46.12,44.71,11.91,13.45
B008925,Educational,,539.74,10,8775.04,Hydro,46.86,Electricity,14.47,30.57,1.56,18.32
B008926,Hospitality,1938.0,246.74,10,11903.26,Wind,40.78,Electricity,22.63,26.19,6.1,20.29
B008927,Hospitality,1967.0,247.56,7,8823.57,Wind,58.05,Electricity,6.75,34.93,5.84,5.96
B008928,Commercial,,656.71,19,2318.46,Hydro,54.41,Electricity,14.57,41.94,1.11,0.04
B008929,Healthcare,,277.65,0,13626.47,Wind,66.85,Mixed Sources,9.31,17.9,0.68,6.66
B008930,Residential,,79.3,18,12514.07,Wind,,Mixed Sources,35.16,31.94,1.27,81.25
B008931,Commercial,1929.0,631.82,3,2194.97,Geothermal,30.87,Biomass,16.15,8.73,0.61,7.0
B008932,Commercial,,347.92,2,4485.01,Biomass,38.93,Electricity,14.48,5.42,10.69,110.31
B008933,Religious,,292.14,0,7821.01,Solar,,Electricity,37.74,-16.08,1.93,89.42
B008934,Residential,,113.0,11,3523.0,Biomass,45.86,Electricity,25.94,-16.08,10.65,81.24
B008935,Educational,1989.0,267.59,0,8659.14,Solar,82.34,Electricity,37.25,-9.71,10.55,58.86
B008936,Residential,,83.01,21,4561.59,Hydro,40.02,Electricity,21.66,43.27,3.33,102.3
B008937,Commercial,,726.45,5,7974.74,Solar,74.55,Electricity,15.81,27.45,11.02,12.66
B008938,Residential,,51.2,21,5280.42,Hydro,52.3,Biomass,41.43,-7.41,8.55,75.72
B008939,Residential,,62.21,9,10663.46,Wind,73.99,Electricity,28.84,-10.2,3.49,30.36
B008940,Residential,,33.57,2,5936.06,Solar,98.07,Electricity,35.08,19.12,5.03,42.71
B008941,Educational,1993.0,990.48,5,3828.78,Wind,83.08,Biomass,12.07,13.95,8.4,114.77
B008942,Residential,,33.4,22,4869.08,Wind,88.59,Electricity,41.24,22.85,11.31,42.82
B008943,Residential,,205.09,22,2719.38,Solar,63.09,Biomass,10.54,-8.43,1.92,47.08
B008944,Recreational,,210.7,13,4651.88,Geothermal,50.88,Biomass,29.81,14.32,2.79,
B008945,Commercial,,239.99,1,12378.09,Hydro,74.32,Electricity,29.75,4.77,9.6,26.17
B008946,Commercial,,533.31,23,7444.14,Wind,31.67,Electricity,18.29,-15.27,3.63,119.26
B008947,Residential,,46.24,14,3364.37,Solar,96.11,Electricity,42.07,13.34,3.11,48.21
B008948,Residential,,19.53,22,13907.11,Wind,65.95,Electricity,47.85,-4.53,7.62,103.94
B008949,Residential,,104.42,2,1398.57,Solar,62.09,Mixed Sources,17.41,17.19,11.62,119.86
B008950,Commercial,,519.81,9,8043.05,Wind,41.85,Electricity,19.36,35.54,11.83,101.87
B008951,Commercial,2004.0,400.28,6,7361.53,Wind,59.5,Electricity,11.52,28.96,4.8,89.34
B008952,Residential,,44.2,15,11741.43,Wind,64.3,Electricity,38.44,14.06,10.11,79.2
B008953,Commercial,,106.74,19,15086.72,Hydro,77.26,Electricity,20.02,0.07,2.28,94.96
B008954,Government,,244.38,7,6472.3,Hydro,61.88,Electricity,43.54,31.2,11.5,
B008955,Residential,1982.0,16.97,18,19746.2,Hydro,,Electricity,44.82,12.31,3.06,62.34
B008956,Healthcare,2005.0,35.22,15,1311.18,Wind,49.2,Biomass,45.75,6.48,1.81,4.2
B008957,Government,1994.0,50.69,16,8464.25,Hydro,55.65,Electricity,48.0,19.25,5.51,86.63
B008958,Government,1989.0,334.42,21,9569.09,Hydro,73.01,Electricity,35.05,-18.97,5.42,95.91
B008959,Commercial,,1076.76,4,9987.09,Solar,68.39,Electricity,11.44,6.29,6.39,104.04
B008960,Commercial,,309.95,3,5967.89,Solar,81.39,Biomass,37.49,-15.42,0.4,75.67
B008961,Residential,2019.0,42.85,15,14906.61,Wind,55.29,Biomass,44.99,27.73,1.5,54.16
B008962,Residential,,138.95,10,2739.17,Hydro,73.1,Electricity,13.03,18.68,3.8,6.0
B008963,Residential,,44.2,14,6035.45,Solar,68.37,Electricity,33.64,38.54,10.68,18.77
B008964,Educational,,393.65,18,8617.06,Solar,85.38,Electricity,37.79,0.29,7.84,39.36
B008965,Residential,,230.39,16,5840.81,Wind,79.33,Mixed Sources,11.6,-18.4,9.57,74.14
B008966,Government,,293.38,19,6572.4,Solar,84.07,Electricity,36.73,6.54,2.83,103.07
B008967,Religious,,2599.53,17,9010.44,Solar,76.78,Electricity,5.38,-15.36,9.98,45.05
B008968,Residential,1990.0,77.18,14,3975.46,Hydro,52.53,Electricity,28.15,13.78,3.75,44.64
B008969,Industrial,,736.2,12,2507.83,Geothermal,47.37,Electricity,28.3,28.07,3.33,75.95
B008970,Educational,,618.65,22,2240.39,Hydro,78.3,Electricity,17.93,35.67,4.15,106.17
B008971,Educational,,203.3,19,6717.25,Wind,50.99,Electricity,29.77,21.96,7.14,47.02
B008972,Educational,,142.35,13,7711.88,Wind,38.63,Electricity,42.15,36.6,8.62,108.64
B008973,Recreational,1995.0,212.44,9,11680.35,Wind,66.72,Biomass,44.15,-6.97,2.07,100.2
B008974,Educational,,2190.23,15,13025.05,Wind,80.83,Mixed Sources,6.02,-13.53,3.83,24.32
B008975,Commercial,,206.97,4,2606.71,Wind,76.78,Electricity,40.01,11.25,2.33,47.51
B008976,Hospitality,,253.36,4,471.59,Geothermal,,Biomass,44.67,6.01,8.86,55.29
B008977,Residential,,128.9,11,14199.65,Hydro,57.85,Mixed Sources,18.86,8.4,9.03,89.13
B008978,Residential,,210.72,8,8906.87,Solar,84.99,Mixed Sources,13.98,38.37,11.82,55.17
B008979,Residential,,52.95,2,7954.77,Hydro,43.3,Electricity,29.94,15.86,2.39,26.97
B008980,Residential,,100.84,14,3362.61,Biomass,39.94,Electricity,7.73,19.61,8.63,41.86
B008981,Residential,1904.0,391.07,3,12850.56,Wind,60.15,Electricity,6.57,-18.0,1.9,81.57
B008982,Government,,527.04,2,6711.99,Biomass,16.01,Electricity,24.37,31.7,3.76,16.89
B008983,Industrial,,381.33,6,3571.99,Wind,53.18,Electricity,40.14,28.94,6.19,4.41
B008984,Residential,,43.37,23,7089.31,Hydro,53.27,Mixed Sources,39.9,-4.89,11.45,19.18
B008985,Commercial,,1417.46,2,1857.65,Solar,83.23,Electricity,8.82,19.81,7.76,39.9
B008986,Residential,2002.0,71.87,22,5588.42,Solar,59.79,Electricity,37.02,-6.95,0.55,51.94
B008987,Commercial,1920.0,54.66,21,3052.39,Hydro,57.73,Electricity,36.86,37.16,3.89,93.39
B008988,Commercial,,140.61,14,6272.7,Wind,,Biomass,25.91,-11.46,1.08,64.74
B008989,Residential,,13.53,2,7783.44,Solar,89.95,Electricity,38.01,11.11,1.21,107.13
B008990,Commercial,2000.0,221.4,6,2617.98,Wind,55.22,Electricity,37.42,2.16,5.0,
B008991,Hospitality,,215.72,3,5858.27,Hydro,52.26,Electricity,26.14,29.74,10.02,95.93
B008992,Residential,,16.41,13,5328.47,Solar,73.23,Electricity,46.17,5.63,1.62,25.67
B008993,Recreational,2018.0,850.3,4,17790.59,Hydro,,Electricity,17.28,-3.6,11.94,119.99
B008994,Educational,,39.67,5,3722.0,Geothermal,24.23,Biomass,47.39,24.05,0.56,80.03
B008995,Educational,,1473.3,8,7996.3,,,Biomass,7.99,2.36,3.49,8.04
B008996,Commercial,,175.96,11,2006.47,Wind,88.91,Electricity,21.82,43.3,0.12,19.3
B008997,Residential,,76.03,9,13399.26,Hydro,68.48,Electricity,32.8,25.55,9.74,83.01
B008998,Residential,1997.0,50.16,10,4265.31,Wind,65.16,Electricity,28.61,2.93,10.14,80.76
B008999,Healthcare,,174.77,15,13792.4,Hydro,74.63,Electricity,16.7,16.74,10.88,38.56
B009000,Government,,105.33,15,134.14,Geothermal,44.14,Electricity,45.58,4.6,0.5,95.59
B009001,Industrial,2010.0,2668.54,5,1114.75,Solar,,Biomass,8.53,3.43,4.84,17.95
B009002,Educational,,26.45,9,10358.7,Wind,65.74,Electricity,48.89,42.6,3.32,17.47
B009003,Residential,,58.59,21,1838.69,Geothermal,29.11,Electricity,34.53,1.71,11.37,11.59
B009004,Residential,,28.34,23,13456.66,Wind,34.53,Electricity,20.8,25.19,5.3,103.66
B009005,Residential,,69.12,12,8611.31,Hydro,57.67,Electricity,32.16,12.78,4.24,85.94
B009006,Commercial,,322.77,22,5712.56,Wind,51.31,Electricity,40.62,39.95,10.89,115.15
B009007,Agricultural,,60.72,2,18490.02,Hydro,42.95,Electricity,48.29,18.81,0.73,11.16
B009008,Industrial,,175.78,5,13830.97,Hydro,58.05,Electricity,34.81,22.9,11.89,55.5
B009009,Commercial,2014.0,88.17,9,8148.44,Solar,63.25,Electricity,45.52,13.39,5.85,54.17
B009010,Residential,,39.61,17,6739.65,Hydro,41.17,Electricity,42.09,38.52,6.08,107.47
B009011,Healthcare,,47.87,20,236.13,Geothermal,31.56,Electricity,37.35,7.14,8.31,39.61
B009012,Government,,702.65,21,7829.02,,45.14,Electricity,9.95,23.32,11.37,10.34
B009013,Commercial,,273.44,5,1661.97,Solar,90.71,Electricity,35.61,-12.77,5.1,69.63
B009014,Recreational,2011.0,335.72,20,4301.41,Solar,96.77,Electricity,32.93,2.53,2.67,82.24
B009015,Residential,,64.26,15,4058.62,Wind,51.32,Electricity,29.32,-16.18,1.34,33.29
B009016,Industrial,,453.14,1,16854.29,Hydro,44.37,Electricity,35.42,-13.66,5.38,117.82
B009017,Retail,1994.0,729.5,22,5045.66,Solar,58.21,Electricity,14.57,43.65,10.28,110.91
B009018,Residential,,18.97,1,9412.73,Solar,88.33,Electricity,33.27,-14.47,0.77,115.91
B009019,Residential,,249.46,6,8314.54,Wind,86.83,Mixed Sources,6.55,0.07,6.75,90.28
B009020,Educational,,211.56,1,4204.17,Geothermal,37.23,Electricity,44.8,-1.9,6.57,59.7
B009021,Commercial,1994.0,77.33,3,3282.3,Hydro,50.08,Electricity,27.94,36.55,1.46,
B009022,Residential,,64.84,2,0.0,None,0.0,Natural Gas,39.54,1.49,2.73,70.93
B009023,Residential,,13.61,5,1190.5,Geothermal,,Biomass,44.01,41.82,5.63,66.41
B009024,Hospitality,,212.68,15,4494.08,Solar,58.65,Electricity,40.86,0.69,7.15,114.76
B009025,Industrial,,467.78,20,4664.44,Hydro,55.1,Biomass,22.3,43.57,4.82,45.19
B009026,Government,,51.66,4,8513.89,Hydro,,Electricity,38.99,30.88,6.37,6.34
B009027,Residential,,56.94,18,10832.45,Hydro,76.76,Electricity,17.56,34.12,2.45,27.16
B009028,Residential,,115.41,3,2033.64,Geothermal,42.48,Electricity,12.34,25.58,2.75,104.3
B009029,Commercial,,250.2,19,14019.46,Wind,48.68,Biomass,42.95,16.22,8.06,63.94
B009030,Educational,,191.51,23,8116.14,Solar,71.85,Biomass,40.14,8.85,4.38,119.35
B009031,Residential,1957.0,78.29,22,10653.81,Hydro,67.14,Biomass,29.11,-0.46,8.33,68.18
B009032,Educational,,405.92,0,5884.01,Hydro,58.26,Biomass,19.18,33.41,0.22,26.38
B009033,Commercial,,254.73,8,12525.0,Wind,60.62,Biomass,41.99,0.51,8.87,16.78
B009034,Residential,,77.9,8,14062.97,Hydro,43.09,Biomass,26.46,34.36,6.89,87.35
B009035,Educational,,2119.44,19,16217.48,Hydro,52.94,Electricity,5.54,27.17,11.74,
B009036,Agricultural,,103.91,5,12769.65,Wind,40.62,Electricity,41.01,-1.23,5.86,92.73
B009037,Industrial,,2428.44,20,11042.49,Wind,35.68,Electricity,9.26,-0.19,9.99,74.29
B009038,Commercial,,536.51,12,5888.81,Hydro,70.08,Electricity,27.21,-1.98,6.82,70.07
B009039,Hospitality,,168.54,3,8466.85,Solar,76.75,Electricity,35.66,10.42,5.08,84.09
B009040,Residential,,93.12,9,3298.83,Wind,39.53,Biomass,21.6,-11.64,9.16,99.12
B009041,Commercial,,982.6,16,4900.41,Wind,77.22,Electricity,9.08,-18.29,2.21,96.92
B009042,Government,,238.44,19,1742.94,Solar,68.38,Biomass,46.85,28.2,2.26,81.95
B009043,Residential,,42.43,10,13174.69,,58.79,Biomass,40.59,33.03,3.14,30.05
B009044,Religious,,1171.39,19,3008.66,Solar,66.26,Electricity,8.87,35.56,2.43,70.86
B009045,Commercial,,476.38,14,4286.75,Geothermal,56.83,Electricity,26.04,30.72,9.64,6.11
B009046,Hospitality,,153.32,19,6084.45,Solar,98.75,Electricity,31.83,17.05,4.07,98.34
B009047,Educational,,1067.41,21,16681.57,Hydro,76.85,Biomass,6.65,38.68,1.54,54.78
B009048,Educational,,330.7,6,6508.92,,83.08,Electricity,30.6,-5.23,4.96,16.17
B009049,Agricultural,,263.04,11,6859.22,Wind,62.26,Electricity,42.6,35.01,10.87,5.01
B009050,Residential,,192.49,9,11510.74,Wind,31.25,Biomass,9.71,15.15,0.3,85.34
B009051,Commercial,,419.54,22,2684.06,,33.04,Electricity,25.93,17.29,2.25,56.03
B009052,Sports,,341.75,16,4979.33,Geothermal,20.12,Electricity,20.93,31.46,10.56,72.8
B009053,Religious,,499.17,0,7574.15,Solar,68.3,Biomass,19.26,25.89,6.96,35.55
B009054,Commercial,,351.9,5,14044.93,Hydro,41.78,Electricity,29.71,-15.96,11.29,22.09
B009055,Commercial,,261.54,8,2520.57,Wind,61.47,Electricity,27.7,38.21,9.32,31.3
B009056,Healthcare,,85.52,20,1800.45,,44.22,Electricity,22.87,43.48,4.9,20.72
B009057,Educational,,1016.62,10,14266.12,Hydro,41.71,Electricity,8.97,24.47,7.06,39.39
B009058,Hospitality,,166.85,19,4506.11,Solar,72.81,Electricity,15.02,42.3,6.07,28.67
B009059,Residential,,52.12,16,6633.39,Solar,53.91,Biomass,23.44,-14.04,2.54,81.42
B009060,Healthcare,,65.12,1,13564.57,Wind,75.15,Electricity,39.48,27.24,1.29,39.22
B009061,Residential,2006.0,169.86,16,1828.57,Solar,98.78,Electricity,14.94,5.36,1.75,61.81
B009062,Industrial,,621.0,11,3980.87,Wind,49.07,Electricity,38.26,-0.31,8.17,5.27
B009063,Retail,,50.45,10,11730.03,Hydro,69.76,Electricity,42.22,32.28,10.26,68.13
B009064,Healthcare,,51.47,6,3548.26,Geothermal,28.79,Electricity,14.29,19.24,7.85,87.86
B009065,Educational,2021.0,866.28,7,8826.66,Solar,72.13,Biomass,15.74,-6.38,0.44,71.5
B009066,Healthcare,,32.6,16,11638.86,Hydro,51.24,Electricity,24.19,40.81,10.6,81.22
B009067,Healthcare,,69.99,21,12292.6,,69.23,Electricity,29.7,37.77,6.84,56.58
B009068,Residential,,61.01,17,2840.09,Hydro,59.55,Biomass,38.37,34.87,6.23,100.84
B009069,Educational,1990.0,441.85,18,9664.19,Hydro,74.58,Electricity,25.76,-6.59,9.57,70.74
B009070,Residential,,28.02,13,4154.36,Geothermal,28.55,Biomass,43.17,9.65,5.96,26.17
B009071,Industrial,,356.11,15,612.63,Solar,52.83,Electricity,40.63,27.77,4.55,82.53
B009072,Healthcare,,32.76,3,7344.0,Wind,83.73,Biomass,43.39,-9.09,10.75,70.67
B009073,Industrial,,3592.57,13,1644.44,,99.14,Electricity,6.47,-4.9,0.68,44.16
B009074,Residential,,117.11,8,5199.33,Solar,52.94,Electricity,10.03,24.19,10.89,71.86
B009075,Agricultural,,111.1,3,5893.11,Solar,64.21,Mixed Sources,24.08,-6.79,6.4,26.31
B009076,Agricultural,,680.7,18,9461.29,Solar,97.75,Electricity,10.42,35.17,1.5,70.24
B009077,Educational,1987.0,89.1,4,8539.47,Wind,40.41,Electricity,28.6,2.78,9.57,45.01
B009078,Industrial,1987.0,456.37,4,2120.71,Solar,53.89,Biomass,44.52,19.56,4.05,2.3
B009079,Commercial,,408.06,14,432.89,Geothermal,31.53,Electricity,25.19,32.63,9.39,95.81
