SensorID,SensorLocation,Pollutant_PM2.5_µg/m³,Pollutant_PM10_µg/m³,Pollutant_O3_ppb,Pollutant_NO2_ppb,Pollutant_CO_ppm,Pollutant_SO2_ppb,UrbanVegetationArea_m2,Humidity_%,AirTemperature_C,EnergySavingTechnology,AnnualEnergySavings_%,PopulationDensity_people/km²,RetrofitData,RenewableEnergyPercentage_%,AnnualEnergyConsumption_kWh,GreenSpaceIndex_%,HistoricPollutantLevels,Country,AQI_Index
S008450,Industrial Area,115.07,65.96,169.35,47.38,41.25,87.02,1091.77,64.39,28.52,Solar Panels,27.12,808.44,Yes,46.56,16424.79,28.46,52.07,Armenia,97.84
S008451,Urban,189.41,25.45,79.37,121.33,2.64,28.65,1363.34,38.85,-9.64,LED Lighting,14.52,1687.17,No,8.63,41625.78,51.74,138.27,Bangladesh,106.59
S008452,Urban,130.19,80.01,170.13,45.48,8.66,44.99,,42.22,12.03,Smart Thermostats,9.04,1691.76,Yes,5.05,13513.03,41.26,236.43,Azerbaijan,101.26
S008453,Urban,189.98,280.53,57.79,149.93,37.91,63.05,1660.65,75.56,11.57,Smart Thermostats,36.12,4446.07,Yes,43.5,34637.02,44.35,188.97,Malaysia,162.7
S008454,Urban,238.21,295.02,26.83,97.11,31.72,97.05,2741.63,65.74,16.13,,39.64,2261.56,Yes,47.2,11638.84,22.1,161.2,Cambodia,176.05
S008455,Urban,36.01,89.85,147.58,92.46,10.48,49.24,1974.75,34.5,-3.96,Efficient HVAC,25.11,4356.25,No,13.85,48243.3,44.72,225.62,Kyrgyzstan,67.27
S008456,Urban,211.04,140.49,197.9,23.03,37.65,66.54,782.47,53.440000000000005,-9.97,Efficient HVAC,5.73,,Yes,,28117.62,42.79,254.66,Armenia,151.59
S008457,Urban,121.46,143.11,94.27,62.27,19.55,3.36,2254.77,51.23,5.6,,33.76,4445.35,No,41.2,15221.63,54.12,142.54,Philippines,99.7
S008458,Rural,51.575,170.79,134.89,45.975,4.59,26.912000000000003,8610.83,36.12,-3.61,Solar Panels,7.65,,Yes,3.71,24068.8,37.86,97.44,Afghanistan,81.42
S008459,Urban,209.27,256.84,112.18,18.15,45.33,23.17,1416.64,79.75999999999999,-8.07,Efficient HVAC,9.56,2587.13,No,4.99,16307.62,14.46,115.58,Maldives,159.41
S008460,Industrial Area,76.58,200.59,55.3,22.44,44.94,51.96,554.46,46.120000000000005,-3.33,Solar Panels,29.03,665.08,Yes,14.17,10135.45,45.15,138.44,India,88.38
S008461,Industrial Area,169.38,204.29,174.55,27.85,27.44,68.74,1137.28,80.36999999999999,27.5,Efficient HVAC,10.02,1441.55,No,21.01,40396.37,38.17,238.05,India,143.76
S008462,Urban,174.55,98.69,159.44,143.92,23.35,29.81,2218.82,54.190000000000005,3.57,Efficient HVAC,26.96,,Yes,14.94,35643.28,57.9,252.58,Cambodia,131.69
S008463,Suburban,90.7,185.16,79.42,24.83,28.77,90.33,6335.79,52.17,25.8,LED Lighting,11.74,,No,28.18,29110.26,19.74,70.96,Japan,95.1
S008464,Suburban,40.42,11.32,106.14,108.71,38.26,57.32,,47.97,24.17,Solar Panels,14.83,956.04,No,25.32,37656.56,6.06,149.06,South Korea,51.92
S008465,Urban,87.89,158.01,165.48,76.39,32.94,93.71,2910.32,43.33,6.55,Efficient HVAC,19.5,1775.62,Yes,18.06,33410.03,41.7,267.19,Sri Lanka,107.2
S008466,Rural,45.435,117.14999999999999,31.828999999999997,61.715,9.955,33.348000000000006,9250.27,78.48,27.25,Solar Panels,26.22,115.09,No,31.76,24156.84,44.11,135.01,Japan,55.21
S008467,Industrial Area,189.58,210.33,80.69,56.04,17.53,74.46,,47.03,23.73,Efficient HVAC,31.97,880.92,No,42.35,14496.41,15.62,64.37,India,141.08
S008468,Urban,18.32,41.22,155.07,32.44,47.65,94.01,863.41,50.95,-0.58,LED Lighting,28.86,4206.71,Yes,18.72,30500.55,13.03,55.05,Vietnam,51.54
S008469,Urban,199.5,99.85,143.1,130.94,3.24,82.98,1145.92,56.13,14.99,LED Lighting,11.6,4509.25,No,,28951.71,50.29,84.05,Azerbaijan,138.8
S008470,Industrial Area,104.89,36.15,170.9,81.0,36.28,36.72,501.1,43.4,-4.55,,30.77,985.35,Yes,46.97,31009.93,56.48,253.82,Turkmenistan,88.39
S008471,Industrial Area,88.93,214.19,153.77,146.3,31.62,75.94,1102.04,74.67,25.42,Solar Panels,22.05,708.46,Yes,11.37,49414.44,57.13,177.86,Philippines,123.06
S008472,Suburban,86.4,214.21,193.51,75.9,5.65,93.35,,52.99,7.41,Solar Panels,29.44,932.86,No,,20257.02,26.53,62.65,Bangladesh,119.25
S008473,Suburban,195.96,335.59,166.76,18.22,47.72,50.27,3977.9,74.28,3.38,,33.92,708.12,No,40.13,35444.78,26.7,94.36,Turkmenistan,179.62
S008474,Industrial Area,31.12,297.02,145.0,63.93,30.18,23.93,,83.42,10.76,Solar Panels,38.28,869.05,Yes,33.69,26782.75,15.75,168.33,Laos,104.21
S008475,Urban,111.11,193.76,94.56,104.28,9.56,51.96,1131.12,78.13,-2.87,Efficient HVAC,32.45,2865.17,No,36.53,13123.03,57.45,268.48,Tajikistan,111.36
S008476,Industrial Area,107.89,270.78,105.42,114.07,33.43,66.84,1071.0,45.800000000000004,29.89,Efficient HVAC,6.61,540.32,Yes,7.35,41015.61,51.98,239.76,China,131.22
S008477,Rural,70.53,36.221999999999994,55.964999999999996,68.745,11.12,9.32,8648.86,57.73,19.66,Solar Panels,39.37,282.83,No,47.35,37292.8,52.52,168.29,Turkmenistan,52.3
S008478,Urban,217.86,209.05,44.55,55.49,20.62,20.15,,59.59,6.63,Solar Panels,14.25,3663.73,No,1.7,14065.58,7.17,173.9,Brunei,144.26
S008479,Rural,38.335,12.719999999999999,128.765,34.12,7.0,11.96,8498.28,58.62,-8.97,Smart Thermostats,7.37,187.54,No,2.67,26172.24,15.16,158.6,China,41.9
S008480,Industrial Area,233.6,217.34,131.93,90.61,48.33,95.76,599.18,43.57,-4.36,,22.27,1617.4,No,11.25,7496.76,25.68,78.37,Timor-Leste,175.38
S008481,Urban,185.96,48.69,185.3,120.36,1.71,89.08,2587.93,45.760000000000005,29.84,LED Lighting,10.71,,Yes,11.33,9690.91,59.72,255.36,Mongolia,128.58
S008482,Rural,85.12,105.41999999999999,85.89,17.53,11.75,32.428,9983.68,74.52,6.91,Solar Panels,26.15,211.12,Yes,46.83,5675.33,48.04,246.07,Kyrgyzstan,72.56
S008483,Industrial Area,141.83,342.25,199.89,95.35,21.02,37.49,,80.39,19.15,Efficient HVAC,29.5,1619.71,No,34.4,7975.31,46.75,156.75,Sri Lanka,168.68
S008484,Industrial Area,80.42,252.68,145.63,15.74,49.12,79.05,780.48,75.08,17.29,LED Lighting,10.6,,No,25.14,33880.86,45.54,223.28,Nepal,114.99
S008485,Urban,73.04,32.38,49.2,60.57,3.26,52.46,2641.61,66.54,-0.81,LED Lighting,32.33,1231.17,Yes,45.96,17759.73,56.65,236.76,Bhutan,52.08
S008486,Industrial Area,59.03,149.18,158.27,122.08,18.47,23.59,1130.93,76.3,29.13,,25.94,,Yes,,20592.27,18.87,76.98,Japan,92.42
S008487,Urban,239.47,136.95,36.34,149.13,29.97,6.9,1094.19,44.03,-3.34,Solar Panels,12.26,3627.91,No,10.62,11860.19,54.53,196.19,Afghanistan,146.88
S008488,Urban,212.24,143.22,124.95,137.81,28.95,21.25,1744.8,76.25,1.66,Efficient HVAC,36.91,3258.16,No,46.17,9907.77,41.24,50.98,Maldives,150.02
S008489,Rural,37.135,46.09199999999999,108.54899999999999,6.005,22.145,27.092000000000002,9189.95,64.88,8.67,Efficient HVAC,19.17,,No,16.28,10001.48,15.67,93.23,Brunei,44.52
S008490,Urban,33.94,167.21,125.68,115.69,3.74,78.72,620.8,42.97,31.79,,11.93,2802.59,Yes,29.57,27115.92,22.22,133.93,Thailand,81.75
S008491,Rural,57.77,134.59199999999998,105.59499999999998,10.45,16.85,16.208000000000002,6273.25,64.63,24.63,Solar Panels,27.66,176.96,No,16.24,49754.09,16.85,266.28,Indonesia,69.41
S008492,Urban,88.39,147.32,91.04,133.82,29.29,68.46,2171.92,62.95,24.73,LED Lighting,21.01,1004.59,Yes,13.68,49104.42,29.78,137.22,Kyrgyzstan,98.21
S008493,Industrial Area,165.86,59.05,153.58,53.81,36.25,45.33,,44.34,31.63,Solar Panels,38.5,,No,43.16,37316.31,20.9,83.24,Tajikistan,112.46
S008494,Industrial Area,82.91,154.37,70.1,147.43,5.4,49.54,1286.63,33.27,32.46,Solar Panels,14.59,1028.95,Yes,25.52,7404.85,11.56,52.56,South Korea,92.31
S008495,Industrial Area,161.25,290.5,37.74,130.61,43.3,39.41,,68.49,29.05,Solar Panels,5.96,1224.94,No,,44577.88,51.27,276.68,Afghanistan,147.62
S008496,Rural,52.935,172.26000000000002,36.946,11.785,12.52,22.3,6088.57,42.22,-2.69,Efficient HVAC,26.02,,Yes,49.98,28211.42,35.3,118.88,Malaysia,64.71
S008497,Rural,90.575,154.09199999999998,93.793,29.01,23.155,8.9,,47.79,20.54,,18.25,,Yes,28.95,19290.26,5.06,130.39,Timor-Leste,86.78
S008498,Urban,171.38,288.34,35.01,111.03,41.14,62.57,1945.7,41.2,16.24,Smart Thermostats,16.26,3859.49,No,27.22,13709.94,17.1,299.4,Bhutan,149.82
S008499,Urban,242.53,40.9,149.96,44.26,38.47,80.66,,48.99,10.2,Solar Panels,21.54,4345.52,Yes,18.45,42377.17,11.56,59.74,Sri Lanka,139.99
S008500,Suburban,216.09,280.94,122.58,97.28,15.3,43.67,6097.15,42.96,14.54,,21.73,761.12,No,36.94,28924.39,58.38,68.66,Vietnam,174.45
S008501,Rural,89.95,197.86799999999997,81.823,74.19,21.53,21.528000000000002,9035.47,43.84,24.31,LED Lighting,36.24,196.12,No,,5810.79,59.71,284.33,Turkmenistan,98.48
S008502,Urban,10.14,294.71,86.93,138.25,49.14,54.01,907.75,75.71,1.11,Solar Panels,7.22,1631.04,Yes,3.64,10407.5,33.04,286.01,Turkmenistan,97.48
S008503,Rural,75.73,59.67,56.63,10.785,13.475,33.5,8487.92,46.5,11.3,Solar Panels,27.51,,No,14.71,36876.92,33.22,170.84,China,54.82
S008504,Industrial Area,135.68,25.92,54.43,131.19,7.31,30.97,1182.48,33.79,-0.75,,15.3,1096.6,Yes,24.4,43495.94,18.45,132.67,Bhutan,83.02
S008505,Industrial Area,222.3,152.58,171.59,146.46,47.97,29.97,,54.78,0.61,Solar Panels,36.54,1965.05,No,49.16,28838.85,43.07,66.3,Thailand,166.12
S008506,Industrial Area,64.17,61.82,96.33,46.94,3.66,49.22,1198.59,75.04,0.51,LED Lighting,9.01,1190.45,No,2.73,29442.69,46.61,274.36,Mongolia,60.0
S008507,Urban,91.92,298.54,69.1,112.96,45.28,20.89,1540.38,83.44999999999999,3.44,,23.66,3192.16,Yes,48.72,36370.72,14.11,50.61,China,123.71
S008508,Industrial Area,60.66,217.01,177.43,109.17,19.32,32.51,,73.02,16.76,LED Lighting,26.64,1985.79,Yes,48.45,33055.16,36.32,232.08,Thailand,108.75
S008509,Urban,242.84,89.1,14.65,95.36,11.82,62.95,1419.95,78.03,32.22,Efficient HVAC,28.21,3354.69,Yes,37.06,9670.76,53.58,126.15,Georgia,131.02
S008510,Industrial Area,58.85,284.03,151.41,12.78,20.19,54.64,1429.35,40.650000000000006,21.14,Smart Thermostats,14.31,1016.76,No,19.24,35414.89,29.14,90.81,Azerbaijan,109.09
S008511,Suburban,204.43,18.46,31.32,139.63,24.34,32.06,,57.31,-9.94,LED Lighting,9.04,311.68,Yes,2.11,42706.81,41.42,84.59,Bhutan,108.16
S008512,Rural,109.04,93.222,10.0,18.195,6.655,30.112000000000002,8870.34,56.18,8.38,Solar Panels,32.08,,Yes,45.49,45241.32,12.02,248.52,Timor-Leste,67.75
S008513,Rural,27.575,158.802,130.613,24.735,0.5,16.756,7249.59,30.68,15.37,Efficient HVAC,27.09,99.42,No,,28054.57,23.28,84.93,Turkmenistan,65.74
S008514,Urban,78.39,182.49,59.86,125.71,37.7,84.33,1071.49,32.95,33.95,Efficient HVAC,20.6,2677.52,No,29.88,9845.01,15.66,241.97,Myanmar,97.39
S008515,Suburban,61.73,240.41,132.46,16.49,24.07,11.16,,81.58,19.5,LED Lighting,34.54,798.5,Yes,36.53,27821.0,57.91,59.94,Kazakhstan,97.26
S008516,Urban,134.07,163.48,124.25,144.93,17.87,97.21,,66.61,-5.8,Smart Thermostats,21.48,4431.26,No,27.35,40798.49,10.4,191.49,Thailand,126.1
S008517,Industrial Area,188.46,212.47,63.36,93.26,25.0,42.42,1013.07,43.67,13.67,Solar Panels,39.0,782.27,Yes,33.94,12076.78,38.16,247.49,India,141.33
S008518,Urban,46.73,303.36,100.34,143.88,44.97,44.76,1298.21,46.650000000000006,6.45,LED Lighting,26.15,2266.66,Yes,18.05,33351.7,40.57,214.45,Turkmenistan,115.54
S008519,Industrial Area,169.17,322.43,72.29,97.76,46.64,33.13,1065.36,70.53999999999999,-5.63,LED Lighting,36.63,1686.09,No,33.72,43536.45,9.57,218.55,South Korea,159.09
S008520,Industrial Area,37.91,294.35,161.28,10.58,41.91,56.73,1363.31,48.46,-6.33,Smart Thermostats,10.78,604.63,No,4.96,8155.28,28.78,116.37,Timor-Leste,106.31
S008521,Industrial Area,244.85,274.8,181.86,37.01,31.96,7.48,1455.04,79.53999999999999,27.07,,14.01,1661.62,Yes,5.29,19970.99,46.37,278.66,Timor-Leste,187.45
S008522,Suburban,21.18,221.93,122.54,120.47,21.21,73.44,4326.51,41.550000000000004,20.47,Efficient HVAC,10.18,411.03,No,29.65,6240.22,21.93,295.11,Kazakhstan,89.08
S008523,Industrial Area,107.23,84.78,17.51,68.12,42.92,81.9,1038.54,57.7,3.36,,7.25,1327.65,Yes,0.96,33279.35,33.75,187.71,Japan,77.67
S008524,Rural,94.985,153.576,29.82,63.17,18.58,28.080000000000002,,39.32,25.15,Solar Panels,22.09,179.8,Yes,31.12,21622.88,53.76,263.3,Georgia,82.76
S008525,Industrial Area,148.15,90.1,143.15,29.15,26.37,28.33,1058.54,31.33,-5.18,Solar Panels,29.83,1572.98,No,,34759.86,26.57,88.62,Armenia,105.72
S008526,Industrial Area,223.47,302.66,124.59,8.44,25.71,27.46,970.54,43.04,-0.22,,28.91,,No,,29568.94,9.87,220.39,Brunei,173.4
S008527,Suburban,172.12,267.87,178.33,50.82,19.42,8.6,6762.37,76.89,19.38,,21.84,948.84,No,18.85,7717.05,5.49,269.54,India,156.63
S008528,Rural,56.415,69.42,66.416,44.57,1.22,2.0,7795.76,63.15,-1.49,Efficient HVAC,30.35,160.99,Yes,38.65,21029.85,36.55,104.52,Tajikistan,51.09
S008529,Rural,57.53,107.022,12.235999999999999,61.41,24.47,19.012,7216.35,34.3,32.5,LED Lighting,22.02,,No,34.89,13708.32,17.11,167.69,India,55.79
S008530,Rural,119.63,26.01,80.395,73.11,5.36,23.292,,66.62,21.94,Efficient HVAC,18.93,83.83,No,14.83,39553.74,25.13,193.19,Georgia,74.12
S008531,Urban,114.99,20.92,165.59,146.35,17.77,23.93,2104.35,34.39,17.19,,39.14,,No,43.54,37971.99,30.18,90.09,Timor-Leste,92.63
S008532,Urban,16.57,267.94,195.6,27.96,15.6,39.2,1014.17,60.78,-4.13,Solar Panels,13.57,2151.28,No,21.18,19132.51,55.99,235.79,Timor-Leste,95.87
S008533,Industrial Area,36.87,296.37,119.5,53.37,33.26,25.53,1238.94,61.480000000000004,-5.6,LED Lighting,37.52,,No,43.91,15231.98,31.55,81.11,Pakistan,101.89
S008534,Industrial Area,31.16,156.31,138.21,23.46,35.42,17.09,1495.01,43.24,2.25,LED Lighting,20.15,525.15,No,18.68,6170.96,7.04,262.26,Bangladesh,71.2
S008535,Urban,39.27,145.18,165.21,70.27,44.33,80.94,,32.96,27.1,Smart Thermostats,30.7,3330.35,Yes,39.28,31065.87,19.8,227.98,Mongolia,85.03
S008536,Suburban,149.46,207.01,168.74,42.79,26.22,69.69,,77.69999999999999,34.44,LED Lighting,7.25,837.11,Yes,7.43,19381.78,37.77,177.66,China,136.88
S008537,Rural,93.13,112.848,40.292,46.55,24.475,32.864,6458.13,37.74,28.05,LED Lighting,9.36,77.75,Yes,6.87,14586.76,16.46,209.01,Myanmar,74.61
S008538,Suburban,55.31,206.75,130.99,54.47,32.4,60.9,3449.5,87.44999999999999,-8.05,Solar Panels,26.56,798.39,Yes,43.55,24049.74,8.9,72.44,Armenia,94.85
S008539,Rural,27.985,42.395999999999994,102.30499999999999,39.68,10.215,3.5600000000000005,,51.46,-9.45,Solar Panels,21.82,73.38,No,12.5,35532.78,38.33,186.06,Myanmar,40.19
S008540,Industrial Area,10.87,93.59,37.54,80.78,24.73,83.28,1290.06,46.84,30.04,LED Lighting,36.99,1146.87,Yes,38.0,45791.04,56.22,119.44,Mongolia,43.41
S008541,Urban,103.23,203.63,36.98,75.6,7.86,78.16,1525.7,73.94,9.43,Solar Panels,11.15,2635.15,No,11.66,34698.06,35.98,244.69,Cambodia,99.82
S008542,Urban,212.27,12.23,71.54,86.4,33.4,52.56,1118.86,59.300000000000004,33.31,Solar Panels,27.95,2948.65,No,31.36,45403.9,48.18,240.39,South Korea,112.69
S008543,Urban,169.12,55.18,72.66,55.17,3.69,76.6,1107.95,52.75,2.08,Solar Panels,25.75,3998.53,No,,13945.95,19.54,270.86,Azerbaijan,99.3
S008544,Industrial Area,77.32,66.26,48.09,33.46,7.04,88.09,1250.34,79.12,-7.93,Solar Panels,25.25,1737.71,No,10.62,22459.85,54.47,253.88,Malaysia,59.85
S008545,Industrial Area,126.83,288.68,179.59,99.78,49.16,81.45,918.0,84.08,20.76,LED Lighting,7.52,1896.85,Yes,,44843.63,55.97,56.82,Japan,154.37
S008546,Rural,102.385,96.07799999999999,109.68299999999999,72.06,6.865,9.916,,59.76,22.72,LED Lighting,27.47,166.33,No,,39840.74,48.4,230.29,South Korea,85.01
S008547,Urban,157.76,104.43,16.04,82.13,40.95,23.14,1696.91,75.33999999999999,19.62,,21.47,4623.4,No,26.1,23467.37,39.43,279.97,Bangladesh,99.86
S008548,Urban,141.49,135.19,34.45,38.35,18.13,28.97,2443.78,48.58,15.73,Insulation,12.94,1267.91,Yes,25.56,29208.27,24.11,58.26,Cambodia,95.9
S008549,Rural,108.87,107.05199999999999,98.53199999999998,25.06,15.635,10.240000000000002,5950.08,36.08,3.58,Efficient HVAC,39.67,197.57,Yes,44.03,10897.96,7.76,231.45,Maldives,84.32
S008550,Rural,99.715,191.754,131.222,19.02,11.565,28.812,7284.98,75.72,4.69,LED Lighting,11.06,119.21,No,8.14,47331.29,28.11,215.22,Myanmar,102.42
S008551,Rural,122.495,94.71,82.77499999999999,50.12,18.255,33.404,5555.03,63.42,33.94,LED Lighting,16.78,189.72,No,12.5,48568.69,45.16,181.87,Vietnam,88.86
S008552,Urban,107.58,323.92,26.35,20.03,22.7,8.54,679.71,78.96,16.45,Solar Panels,20.13,,No,,25473.27,33.94,177.32,Cambodia,116.47
S008553,Rural,6.97,10.0,30.891,53.51,4.865,21.672,6275.68,43.54,32.05,LED Lighting,19.53,145.04,Yes,15.94,14999.93,46.34,250.04,Myanmar,16.34
S008554,Urban,242.72,85.79,68.84,69.02,26.49,95.74,,75.46,15.3,Efficient HVAC,13.85,1499.88,No,0.51,5740.96,39.36,174.49,Kyrgyzstan,138.91
S008555,Industrial Area,95.76,228.81,19.0,11.63,15.27,48.92,1178.65,59.910000000000004,5.92,Efficient HVAC,14.74,729.56,Yes,0.5,18366.67,56.97,117.61,China,92.05
S008556,Rural,102.49,133.10399999999998,88.431,51.11,7.215,13.080000000000002,8933.04,78.03,5.45,Efficient HVAC,36.57,130.92,No,38.99,23621.42,38.8,88.75,Armenia,87.37
S008557,Industrial Area,166.43,242.34,45.64,141.96,25.26,69.88,,70.39,26.8,Solar Panels,35.44,866.18,No,38.65,32180.6,45.73,101.45,Philippines,142.1
S008558,Urban,68.79,166.15,66.9,34.84,2.69,48.05,,47.42,14.23,,7.12,4547.97,No,3.76,18708.23,54.64,87.03,Bhutan,76.94
S008559,Industrial Area,52.61,11.42,53.41,66.9,19.01,36.77,594.93,51.91,32.8,LED Lighting,15.62,535.73,No,27.46,29139.71,31.09,148.81,Indonesia,41.77
S008560,Urban,206.88,111.72,96.49,124.5,31.73,24.24,1346.83,81.33,2.65,Solar Panels,15.46,1340.87,Yes,23.98,45029.14,34.92,245.63,Vietnam,136.4
S008561,Rural,40.775,94.86,20.237,53.83,16.19,19.404,,42.37,-1.37,LED Lighting,25.33,227.78,No,28.92,9424.54,19.24,133.52,South Korea,46.29
S008562,Suburban,246.4,223.08,116.33,105.93,31.16,90.55,6343.58,38.67,17.83,,8.92,,No,6.33,32288.87,24.15,189.64,Brunei,178.86
S008563,Suburban,98.86,185.56,54.22,61.28,3.26,87.22,3063.07,72.51,13.52,Solar Panels,29.6,816.08,Yes,18.79,6204.91,39.96,279.03,Philippines,95.6
S008564,Industrial Area,186.44,38.08,168.61,75.94,11.44,23.75,1487.15,57.1,3.46,LED Lighting,7.0,1012.84,Yes,3.65,33263.57,45.44,255.36,Bangladesh,117.41
S008565,Rural,26.32,91.88399999999999,20.439999999999998,8.355,8.525,30.588,9280.08,35.97,-2.66,,15.53,176.52,No,16.59,31371.43,39.11,111.95,Indonesia,35.19
S008566,Rural,50.575,77.34,109.57799999999999,74.37,7.245,25.296000000000003,,45.47,18.53,Efficient HVAC,26.38,291.85,No,37.48,16332.43,9.18,154.04,Brunei,61.56
S008567,Rural,10.06,81.318,16.401,19.8,24.225,14.480000000000002,6599.46,53.61,1.41,Smart Thermostats,12.97,169.84,No,9.86,37996.52,28.64,279.56,Kyrgyzstan,27.87
S008568,Urban,92.21,301.81,119.66,96.04,49.5,55.02,1089.7,57.95,30.77,LED Lighting,11.7,3252.68,Yes,22.44,49953.28,58.75,178.92,Philippines,132.5
S008569,Rural,62.635,21.456,14.762999999999998,45.385,18.69,31.144000000000002,6379.56,47.9,30.26,Insulation,15.5,255.54,Yes,27.51,12148.57,27.79,192.76,Indonesia,39.52
S008570,Urban,147.33,332.48,165.59,42.81,22.7,89.17,1458.84,71.26,4.24,Efficient HVAC,19.66,2044.17,Yes,24.02,9935.28,41.29,101.64,Turkmenistan,161.28
S008571,Urban,224.88,342.23,182.77,55.79,37.25,54.38,2157.51,64.65,7.54,,11.22,1018.18,No,6.03,11288.54,47.36,274.51,Indonesia,197.84
S008572,Industrial Area,51.78,84.31,155.28,120.83,17.06,59.11,1431.55,53.33,8.0,LED Lighting,24.86,,Yes,20.11,27469.82,30.78,157.07,Indonesia,77.61
S008573,Urban,171.53,195.39,147.24,74.44,37.54,25.97,2265.56,85.6,34.88,Solar Panels,28.71,1232.93,Yes,,21428.05,33.45,263.63,Afghanistan,142.27
S008574,Industrial Area,104.0,172.9,54.55,33.28,35.32,37.58,,73.53,11.96,Solar Panels,26.45,1445.29,No,27.57,15135.55,35.36,93.83,Pakistan,93.1
S008575,Rural,107.595,22.907999999999998,81.77399999999999,10.275,7.4,32.248000000000005,5115.7,72.82,25.58,Solar Panels,11.85,230.39,Yes,,39251.29,33.78,56.88,China,63.27
S008576,Rural,55.66,117.85199999999999,25.997999999999998,43.56,11.08,24.22,6194.05,41.01,19.95,LED Lighting,24.23,212.64,Yes,45.12,44876.64,21.2,203.55,Mongolia,56.41
S008577,Rural,33.525,144.15,96.026,70.425,19.635,38.876000000000005,9638.01,64.13,4.44,Insulation,31.11,171.9,Yes,35.51,38414.68,11.42,84.67,China,67.59
S008578,Suburban,34.69,220.88,41.7,132.93,12.21,25.96,,39.95,11.28,Solar Panels,27.16,779.18,No,23.38,21572.75,15.17,236.51,Turkmenistan,80.12
S008579,Urban,245.89,191.7,170.49,96.69,2.11,78.09,,85.6,5.81,,13.26,3888.36,No,28.95,47911.95,11.82,84.41,Turkmenistan,176.05
S008580,Rural,43.645,136.848,109.375,60.245,17.08,10.72,,32.11,30.72,LED Lighting,25.55,185.87,No,,43223.48,24.8,285.85,Bangladesh,69.5
S008581,Industrial Area,187.3,21.73,168.3,18.62,3.99,79.63,1410.21,68.77,17.37,LED Lighting,12.72,1698.71,Yes,9.95,21960.01,23.25,70.99,Armenia,110.75
S008582,Urban,101.29,324.12,20.91,129.75,11.82,85.76,,41.86,-8.2,,8.11,4405.61,No,1.23,40654.14,53.21,199.78,Timor-Leste,126.92
S008583,Industrial Area,143.06,198.71,88.42,62.41,42.85,34.86,,48.64,7.34,Solar Panels,35.62,1797.03,No,32.53,18555.34,45.08,161.42,Myanmar,122.5
S008584,Rural,49.86,191.352,13.222999999999999,27.945,1.045,13.612000000000002,7920.66,33.87,5.74,LED Lighting,38.4,51.7,No,35.26,13481.44,45.24,69.66,Philippines,63.78
S008585,Industrial Area,98.38,311.25,41.49,77.61,30.7,60.31,749.13,40.660000000000004,17.38,Solar Panels,34.85,1468.64,No,49.38,36970.11,20.45,180.07,Laos,121.67
S008586,Urban,119.35,324.87,131.0,9.19,12.33,68.25,1526.44,77.72,21.4,Smart Thermostats,17.33,,Yes,23.77,41599.56,16.92,168.41,Indonesia,137.93
S008587,Urban,142.8,38.01,194.09,47.82,22.04,85.72,580.47,65.55,30.07,Efficient HVAC,30.01,3292.81,No,43.41,30221.82,10.0,72.63,Bangladesh,105.11
S008588,Rural,77.005,80.44800000000001,89.91499999999999,42.52,7.705,21.988,8597.45,30.4,12.09,Efficient HVAC,10.15,295.71,Yes,16.95,39360.51,22.96,83.69,Pakistan,66.5
S008589,Urban,42.31,193.11,87.6,68.9,10.06,87.09,1478.84,49.35,16.04,Solar Panels,21.37,3830.32,No,48.11,25801.02,58.87,268.02,Nepal,80.94
S008590,Industrial Area,147.84,162.58,162.76,86.65,2.07,3.02,658.32,36.52,35.0,LED Lighting,17.46,,No,14.35,42196.22,40.94,134.02,Singapore,125.09
S008591,Industrial Area,20.89,138.27,64.24,139.6,28.88,61.01,,66.28,23.38,Solar Panels,34.54,1259.93,No,38.75,12016.4,24.66,70.6,Azerbaijan,65.54
S008592,Urban,167.48,198.19,71.18,28.63,11.48,74.33,,59.63,25.22,,20.66,4825.15,No,45.63,42572.78,33.86,106.49,Bhutan,125.03
S008593,Industrial Area,157.9,135.38,77.43,146.58,26.62,35.58,630.35,73.0,27.92,Solar Panels,25.33,1400.55,Yes,23.03,5372.35,43.85,142.42,Vietnam,120.95
S008594,Rural,73.97,160.638,27.684999999999995,43.475,11.67,35.636,6816.28,37.03,1.42,Efficient HVAC,13.35,193.24,No,19.19,33386.5,25.63,191.43,Malaysia,73.16
S008595,Industrial Area,50.01,184.24,135.73,138.12,45.97,69.18,558.04,54.21,25.98,Efficient HVAC,26.53,901.72,No,10.24,49173.06,52.58,156.73,Kazakhstan,99.08
S008596,Rural,50.385,30.005999999999997,48.138999999999996,25.055,7.94,22.212000000000003,5300.05,62.7,-2.87,Smart Thermostats,11.78,,Yes,8.07,28312.57,48.51,245.86,Turkmenistan,37.79
S008597,Urban,44.28,258.29,198.84,14.97,8.28,29.28,2565.22,87.06,-6.88,Efficient HVAC,30.85,3390.87,No,49.85,22979.14,10.88,260.68,Cambodia,102.98
S008598,Industrial Area,180.77,237.43,111.62,27.97,48.57,88.48,878.5,54.220000000000006,27.75,Solar Panels,11.47,1921.88,Yes,3.04,26980.05,20.42,146.0,Singapore,148.62
S008599,Urban,210.21,342.49,10.72,66.54,23.7,93.4,,56.71,9.34,Solar Panels,23.63,1063.98,Yes,31.58,29413.43,56.13,254.16,Sri Lanka,167.88
